Time,Temperature,Humidity,MoistValue,MoistClass,LightValue,Lights,PiTemperature,Height,SonicDistance
Fri Jan 25 20:20:04 2019,16.0,63.0,362,Moist,0,False,39.2,12,49
Fri Jan 25 20:30:04 2019,16.0,64.0,377,Moist,0,False,38.6,12,49
Fri Jan 25 20:40:05 2019,16.0,64.0,367,Moist,0,False,39.2,12,49
Fri Jan 25 20:50:05 2019,16.0,65.0,363,Moist,0,False,39.2,12,49
Fri Jan 25 21:00:05 2019,15.0,64.0,372,Moist,0,False,38.6,12,49
Fri Jan 25 21:10:05 2019,15.0,66.0,366,Moist,0,False,38.6,12,49
Fri Jan 25 21:20:06 2019,15.0,65.0,349,Moist,0,False,38.1,12,49
Fri Jan 25 21:30:06 2019,15.0,65.0,337,Moist,0,False,38.6,12,49
Fri Jan 25 21:40:06 2019,15.0,66.0,338,Moist,0,False,38.6,12,49
Fri Jan 25 21:50:06 2019,15.0,67.0,351,Moist,0,False,38.6,12,49
Fri Jan 25 22:00:06 2019,15.0,67.0,347,Moist,0,False,38.6,12,49
Fri Jan 25 22:10:06 2019,15.0,68.0,342,Moist,0,False,38.6,12,49
Fri Jan 25 22:20:07 2019,15.0,68.0,351,Moist,0,False,38.1,37,24
Fri Jan 25 22:30:07 2019,15.0,68.0,340,Moist,0,False,38.6,12,49
Fri Jan 25 22:40:07 2019,15.0,68.0,332,Moist,0,False,38.1,12,49
Fri Jan 25 22:50:07 2019,15.0,68.0,335,Moist,0,False,37.6,12,49
Fri Jan 25 23:00:08 2019,15.0,68.0,342,Moist,0,False,38.6,12,49
Fri Jan 25 23:10:08 2019,15.0,68.0,333,Moist,0,False,38.6,12,49
Fri Jan 25 23:20:08 2019,15.0,69.0,321,Moist,0,False,37.6,12,49
Fri Jan 25 23:30:08 2019,15.0,69.0,309,Moist,0,False,38.6,12,49
Fri Jan 25 23:40:08 2019,15.0,68.0,307,Moist,0,False,38.6,12,49
Fri Jan 25 23:50:09 2019,15.0,69.0,347,Moist,0,False,38.1,12,49
Sat Jan 26 00:00:09 2019,15.0,69.0,336,Moist,0,False,37.6,12,49
Sat Jan 26 00:10:09 2019,15.0,69.0,340,Moist,0,False,37.6,12,49
Sat Jan 26 00:20:09 2019,15.0,69.0,330,Moist,0,False,38.1,12,49
Sat Jan 26 00:30:10 2019,15.0,69.0,354,Moist,0,False,38.1,12,49
Sat Jan 26 00:40:10 2019,15.0,69.0,340,Moist,0,False,37.6,12,49
Sat Jan 26 00:50:10 2019,15.0,69.0,382,Moist,0,False,37.6,12,49
Sat Jan 26 01:00:10 2019,15.0,69.0,317,Moist,0,False,37.6,12,49
Sat Jan 26 01:10:10 2019,15.0,69.0,313,Moist,0,False,37.6,12,49
Sat Jan 26 01:20:11 2019,14.0,69.0,306,Moist,0,False,37.6,12,49
Sat Jan 26 01:30:11 2019,14.0,69.0,307,Moist,0,False,37.6,12,49
Sat Jan 26 01:40:11 2019,14.0,69.0,302,Moist,0,False,37.6,12,49
Sat Jan 26 01:50:11 2019,14.0,70.0,301,Moist,0,False,38.6,4,57
Sat Jan 26 02:00:12 2019,15.0,68.0,309,Moist,0,False,39.7,4,57
Sat Jan 26 02:10:12 2019,16.0,64.0,287,Dry,0,False,39.7,12,49
Sat Jan 26 02:20:12 2019,17.0,61.0,295,Dry,0,False,39.7,13,48
Sat Jan 26 02:30:12 2019,17.0,61.0,292,Dry,0,False,39.2,12,49
Sat Jan 26 02:40:12 2019,17.0,61.0,290,Dry,0,False,39.2,12,49
Sat Jan 26 02:50:13 2019,16.0,61.0,287,Dry,0,False,38.6,12,49
Sat Jan 26 03:00:13 2019,16.0,63.0,291,Dry,0,False,38.6,12,49
Sat Jan 26 03:10:13 2019,16.0,63.0,301,Moist,0,False,38.6,12,49
Sat Jan 26 03:20:13 2019,16.0,65.0,307,Moist,0,False,38.6,12,49
Sat Jan 26 03:30:13 2019,15.0,65.0,298,Dry,0,False,38.1,12,49
Sat Jan 26 03:40:14 2019,15.0,67.0,290,Dry,0,False,38.1,12,49
Sat Jan 26 03:50:14 2019,15.0,67.0,285,Dry,0,False,37.6,12,49
Sat Jan 26 04:00:14 2019,15.0,68.0,284,Dry,0,False,38.1,12,49
Sat Jan 26 04:10:14 2019,15.0,68.0,334,Moist,0,False,38.1,12,49
Sat Jan 26 04:20:15 2019,15.0,68.0,340,Moist,0,False,38.6,12,49
Sat Jan 26 04:30:15 2019,15.0,68.0,290,Dry,0,False,38.1,12,49
Sat Jan 26 04:40:15 2019,15.0,67.0,271,Dry,0,False,39.2,3,58
Sat Jan 26 04:50:15 2019,16.0,64.0,276,Dry,0,False,39.2,12,49
Sat Jan 26 05:00:15 2019,16.0,63.0,277,Dry,0,False,39.2,12,49
Sat Jan 26 05:10:16 2019,16.0,62.0,280,Dry,0,False,39.2,12,49
Sat Jan 26 05:20:16 2019,16.0,63.0,280,Dry,0,False,38.6,12,49
Sat Jan 26 05:30:16 2019,16.0,63.0,283,Dry,0,False,38.6,12,49
Sat Jan 26 05:40:16 2019,16.0,64.0,274,Dry,0,False,39.2,12,49
Sat Jan 26 05:50:17 2019,16.0,64.0,271,Dry,0,False,38.6,12,49
Sat Jan 26 06:00:17 2019,16.0,64.0,297,Dry,0,False,38.6,12,49
Sat Jan 26 06:10:17 2019,16.0,64.0,325,Moist,0,False,39.2,12,49
Sat Jan 26 06:20:17 2019,15.0,64.0,300,Moist,0,False,38.6,12,49
Sat Jan 26 06:30:17 2019,15.0,66.0,299,Dry,0,False,37.6,12,49
Sat Jan 26 06:40:18 2019,15.0,66.0,287,Dry,0,False,38.6,12,49
Sat Jan 26 06:50:18 2019,15.0,68.0,321,Moist,0,False,38.6,12,49
Sat Jan 26 07:00:18 2019,15.0,68.0,255,Dry,0,False,38.1,12,49
Sat Jan 26 07:10:18 2019,15.0,68.0,290,Dry,0,False,38.6,6,55
Sat Jan 26 07:20:19 2019,15.0,69.0,282,Dry,0,False,39.7,5,56
Sat Jan 26 07:30:19 2019,15.0,66.0,284,Dry,0,False,39.2,7,54
Sat Jan 26 07:40:19 2019,17.0,62.0,295,Dry,0,False,39.7,5,56
Sat Jan 26 07:50:19 2019,17.0,61.0,289,Dry,1,False,39.7,12,49
Sat Jan 26 08:00:19 2019,17.0,61.0,284,Dry,3,False,39.2,12,49
Sat Jan 26 08:10:20 2019,16.0,62.0,275,Dry,15,True,39.2,12,49
Sat Jan 26 08:20:20 2019,16.0,63.0,271,Dry,62,True,39.2,11,50
Sat Jan 26 08:30:21 2019,16.0,64.0,273,Dry,165,True,38.6,12,49
Sat Jan 26 08:40:21 2019,16.0,65.0,271,Dry,432,True,38.6,11,50
Sat Jan 26 08:50:22 2019,16.0,65.0,264,Dry,760,True,38.6,6,55
Sat Jan 26 09:00:22 2019,15.0,66.0,258,Dry,758,True,38.6,12,49
Sat Jan 26 09:10:23 2019,15.0,66.0,271,Dry,758,True,38.1,6,55
Sat Jan 26 09:20:15 2019,15.0,67.0,355,Moist,757,True,39.2,6,55
Sat Jan 26 09:30:15 2019,15.0,67.0,332,Moist,760,True,38.6,6,55
Sat Jan 26 09:40:16 2019,15.0,67.0,317,Moist,760,True,38.6,7,54
Sat Jan 26 09:50:16 2019,15.0,71.0,306,Moist,761,True,38.6,7,54
Sat Jan 26 10:00:17 2019,15.0,72.0,312,Moist,760,True,38.6,7,54
Sat Jan 26 10:10:17 2019,15.0,72.0,322,Moist,760,True,38.6,8,53
Sat Jan 26 10:20:18 2019,15.0,71.0,317,Moist,760,True,39.2,7,54
Sat Jan 26 10:30:18 2019,15.0,72.0,314,Moist,761,True,38.6,7,54
Sat Jan 26 10:40:18 2019,15.0,72.0,304,Moist,760,True,38.6,7,54
Sat Jan 26 10:50:19 2019,15.0,72.0,303,Moist,760,True,38.6,7,54
Sat Jan 26 11:00:19 2019,16.0,72.0,295,Dry,760,True,38.6,7,54
Sat Jan 26 11:10:20 2019,16.0,71.0,689,Wet,760,True,38.6,8,53
Sat Jan 26 11:20:20 2019,16.0,71.0,685,Wet,760,True,38.6,7,54
Sat Jan 26 11:30:21 2019,16.0,72.0,680,Wet,759,True,38.6,8,53
Sat Jan 26 11:40:21 2019,16.0,71.0,678,Wet,759,True,38.6,8,53
Sat Jan 26 11:50:22 2019,16.0,71.0,676,Wet,760,True,38.6,8,53
Sat Jan 26 12:00:22 2019,16.0,71.0,672,Wet,760,True,38.6,8,53
Sat Jan 26 12:10:23 2019,16.0,70.0,672,Wet,760,True,38.6,8,53
Sat Jan 26 12:20:24 2019,16.0,70.0,670,Wet,759,True,38.6,8,53
Sat Jan 26 12:30:24 2019,16.0,70.0,669,Wet,760,True,38.6,9,52
Sat Jan 26 12:40:25 2019,16.0,69.0,667,Wet,759,True,38.6,9,52
Sat Jan 26 12:50:25 2019,16.0,68.0,667,Wet,759,True,39.2,9,52
Sat Jan 26 13:00:26 2019,16.0,66.0,667,Wet,760,True,39.2,9,52
Sat Jan 26 13:10:26 2019,16.0,66.0,666,Wet,760,True,38.6,9,52
Sat Jan 26 13:20:27 2019,16.0,66.0,665,Wet,760,True,38.6,9,52
Sat Jan 26 13:30:27 2019,16.0,66.0,666,Wet,759,True,38.6,9,52
Sat Jan 26 13:40:28 2019,16.0,66.0,667,Wet,760,True,39.2,9,52
Sat Jan 26 13:50:28 2019,16.0,66.0,666,Wet,759,True,38.6,9,52
Sat Jan 26 14:00:29 2019,16.0,66.0,667,Wet,759,True,39.7,9,52
Sat Jan 26 14:10:29 2019,16.0,65.0,666,Wet,761,True,39.7,9,52
Sat Jan 26 14:20:30 2019,16.0,64.0,665,Wet,760,True,39.7,9,52
Sat Jan 26 14:30:30 2019,16.0,64.0,664,Wet,761,True,39.7,9,52
Sat Jan 26 14:40:31 2019,16.0,64.0,664,Wet,511,True,39.7,9,52
Sat Jan 26 14:50:31 2019,nan,nan,664,Wet,759,True,39.2,9,52
Sat Jan 26 15:00:32 2019,16.0,65.0,664,Wet,760,True,39.2,8,53
Sat Jan 26 15:10:32 2019,16.0,65.0,665,Wet,759,True,39.2,8,53
Sat Jan 26 15:20:33 2019,16.0,65.0,664,Wet,758,True,38.6,8,53
Sat Jan 26 15:30:33 2019,16.0,65.0,663,Wet,760,True,38.1,8,53
Sat Jan 26 15:40:34 2019,16.0,66.0,664,Wet,760,True,39.2,8,53
Sat Jan 26 15:50:34 2019,nan,nan,662,Wet,759,True,38.6,8,53
Sat Jan 26 16:00:35 2019,16.0,66.0,663,Wet,758,True,38.6,8,53
Sat Jan 26 16:10:36 2019,16.0,67.0,661,Wet,759,True,38.6,9,52
Sat Jan 26 16:20:36 2019,16.0,67.0,662,Wet,760,True,39.2,9,52
Sat Jan 26 16:30:37 2019,16.0,66.0,662,Wet,760,True,39.7,9,52
Sat Jan 26 16:40:37 2019,16.0,64.0,661,Wet,760,True,39.2,9,52
Sat Jan 26 16:50:38 2019,16.0,63.0,662,Wet,760,True,39.7,8,53
Sat Jan 26 17:00:38 2019,16.0,63.0,661,Wet,748,True,39.7,8,53
Sat Jan 26 17:10:39 2019,nan,nan,662,Wet,270,True,39.2,8,53
Sat Jan 26 17:20:39 2019,16.0,64.0,663,Wet,125,True,39.2,8,53
Sat Jan 26 17:30:40 2019,16.0,64.0,663,Wet,157,True,38.6,8,53
Sat Jan 26 17:40:40 2019,16.0,64.0,663,Wet,20,True,38.6,7,54
Sat Jan 26 17:50:41 2019,16.0,65.0,662,Wet,3,False,38.6,6,55
Sat Jan 26 18:00:41 2019,16.0,65.0,662,Wet,0,False,38.6,7,54
Sat Jan 26 18:10:41 2019,15.0,65.0,662,Wet,0,False,37.6,5,56
Sat Jan 26 18:20:41 2019,15.0,65.0,661,Wet,0,False,38.1,5,56
Sat Jan 26 18:30:42 2019,15.0,66.0,661,Wet,0,False,38.6,-3,64
Sat Jan 26 18:40:42 2019,15.0,66.0,661,Wet,0,False,38.6,5,56
Sat Jan 26 18:50:42 2019,nan,nan,662,Wet,0,False,38.6,5,56
Sat Jan 26 19:00:42 2019,15.0,67.0,661,Wet,0,False,38.1,5,56
Sat Jan 26 19:10:42 2019,15.0,67.0,660,Wet,0,False,38.6,-3,64
Sat Jan 26 19:20:43 2019,15.0,67.0,661,Wet,0,False,38.6,4,57
Sat Jan 26 19:30:43 2019,15.0,67.0,662,Wet,0,False,38.6,5,56
Sat Jan 26 19:40:43 2019,15.0,65.0,660,Wet,0,False,39.2,5,56
Sat Jan 26 19:50:43 2019,16.0,65.0,661,Wet,0,False,39.2,5,56
Sat Jan 26 20:00:44 2019,16.0,64.0,660,Wet,0,False,38.6,5,56
Sat Jan 26 20:10:44 2019,16.0,65.0,661,Wet,0,False,39.7,5,56
Sat Jan 26 20:20:44 2019,16.0,65.0,662,Wet,0,False,39.2,5,56
Sat Jan 26 20:30:44 2019,16.0,65.0,660,Wet,0,False,38.6,5,56
Sat Jan 26 20:40:44 2019,16.0,66.0,659,Wet,0,False,38.6,5,56
Sat Jan 26 20:50:45 2019,15.0,65.0,660,Wet,0,False,38.6,5,56
Sat Jan 26 21:00:45 2019,15.0,65.0,659,Wet,0,False,38.6,5,56
Sat Jan 26 21:10:45 2019,15.0,66.0,659,Wet,0,False,38.6,5,56
Sat Jan 26 21:20:45 2019,15.0,66.0,659,Wet,0,False,38.6,5,56
Sat Jan 26 21:30:45 2019,15.0,66.0,660,Wet,0,False,38.6,5,56
Sat Jan 26 21:40:46 2019,15.0,67.0,659,Wet,0,False,38.6,5,56
Sat Jan 26 21:50:46 2019,15.0,67.0,658,Wet,0,False,38.1,5,56
Sat Jan 26 22:00:46 2019,15.0,68.0,660,Wet,0,False,38.6,5,56
Sat Jan 26 22:10:46 2019,15.0,68.0,659,Wet,0,False,38.1,5,56
Sat Jan 26 22:20:46 2019,15.0,68.0,659,Wet,0,False,38.6,5,56
Sat Jan 26 22:30:47 2019,15.0,68.0,658,Wet,0,False,38.1,4,57
Sat Jan 26 22:40:47 2019,15.0,68.0,658,Wet,0,False,38.6,5,56
Sat Jan 26 22:50:47 2019,15.0,66.0,659,Wet,0,False,39.2,5,56
Sat Jan 26 23:00:47 2019,16.0,65.0,660,Wet,0,False,38.6,5,56
Sat Jan 26 23:10:47 2019,16.0,64.0,659,Wet,0,False,39.2,6,55
Sat Jan 26 23:20:01 2019,16.0,64.0,659,Wet,0,False,39.7,10,51
Sat Jan 26 23:30:01 2019,16.0,65.0,660,Wet,1,False,39.7,9,52
Sat Jan 26 23:40:01 2019,16.0,66.0,660,Wet,0,False,39.2,5,56
Sat Jan 26 23:50:01 2019,16.0,67.0,660,Wet,0,False,38.6,9,52
Sun Jan 27 00:00:01 2019,16.0,68.0,660,Wet,0,False,38.6,10,51
Sun Jan 27 00:10:01 2019,16.0,68.0,660,Wet,0,False,38.6,5,56
Sun Jan 27 00:20:02 2019,16.0,69.0,660,Wet,0,False,38.6,9,52
Sun Jan 27 00:30:02 2019,16.0,70.0,659,Wet,0,False,38.6,9,52
Sun Jan 27 00:40:02 2019,16.0,70.0,660,Wet,0,False,38.6,9,52
Sun Jan 27 00:50:02 2019,15.0,70.0,658,Wet,0,False,38.6,10,51
Sun Jan 27 01:00:02 2019,nan,nan,658,Wet,0,False,38.1,10,51
Sun Jan 27 01:10:03 2019,15.0,70.0,659,Wet,0,False,38.6,10,51
Sun Jan 27 01:20:03 2019,15.0,71.0,658,Wet,0,False,38.1,10,51
Sun Jan 27 01:30:03 2019,15.0,71.0,658,Wet,0,False,37.6,10,51
Sun Jan 27 01:40:03 2019,15.0,71.0,658,Wet,0,False,38.1,10,51
Sun Jan 27 01:50:03 2019,15.0,71.0,657,Wet,0,False,37.6,10,51
Sun Jan 27 02:00:04 2019,15.0,71.0,659,Wet,0,False,37.6,10,51
Sun Jan 27 02:10:04 2019,15.0,71.0,657,Wet,0,False,38.1,10,51
Sun Jan 27 02:20:04 2019,15.0,71.0,657,Wet,0,False,37.6,10,51
Sun Jan 27 02:30:04 2019,15.0,72.0,658,Wet,0,False,37.6,10,51
Sun Jan 27 02:40:04 2019,15.0,72.0,658,Wet,0,False,37.0,10,51
Sun Jan 27 02:50:05 2019,15.0,72.0,658,Wet,0,False,37.6,10,51
Sun Jan 27 03:00:05 2019,15.0,72.0,657,Wet,0,False,37.6,11,50
Sun Jan 27 03:10:05 2019,15.0,72.0,656,Wet,0,False,38.6,11,50
Sun Jan 27 03:20:05 2019,15.0,71.0,657,Wet,1,False,38.6,10,51
Sun Jan 27 03:30:05 2019,15.0,69.0,657,Wet,0,False,38.6,11,50
Sun Jan 27 03:40:06 2019,16.0,69.0,656,Wet,0,False,38.6,36,25
Sun Jan 27 03:50:06 2019,16.0,68.0,657,Wet,1,False,38.6,11,50
Sun Jan 27 04:00:06 2019,16.0,68.0,658,Wet,0,False,38.6,11,50
Sun Jan 27 04:10:06 2019,15.0,68.0,656,Wet,0,False,38.6,11,50
Sun Jan 27 04:20:07 2019,16.0,69.0,656,Wet,1,False,38.6,11,50
Sun Jan 27 04:30:07 2019,15.0,68.0,657,Wet,1,False,38.6,11,50
Sun Jan 27 04:40:07 2019,15.0,68.0,659,Wet,0,False,38.6,11,50
Sun Jan 27 04:50:07 2019,15.0,68.0,656,Wet,0,False,38.1,11,50
Sun Jan 27 05:00:07 2019,15.0,69.0,656,Wet,0,False,38.6,11,50
Sun Jan 27 05:10:08 2019,15.0,69.0,656,Wet,0,False,37.6,11,50
Sun Jan 27 05:20:08 2019,15.0,69.0,656,Wet,0,False,37.6,11,50
Sun Jan 27 05:30:08 2019,15.0,70.0,656,Wet,0,False,37.6,11,50
Sun Jan 27 05:40:08 2019,15.0,70.0,656,Wet,0,False,37.6,11,50
Sun Jan 27 05:50:08 2019,15.0,70.0,655,Wet,0,False,37.6,11,50
Sun Jan 27 06:00:09 2019,15.0,71.0,656,Wet,0,False,37.6,11,50
Sun Jan 27 06:10:09 2019,15.0,71.0,658,Wet,0,False,38.6,11,50
Sun Jan 27 06:20:09 2019,15.0,69.0,656,Wet,0,False,38.6,11,50
Sun Jan 27 06:30:09 2019,16.0,68.0,655,Wet,0,False,38.6,11,50
Sun Jan 27 06:40:09 2019,16.0,68.0,655,Wet,1,False,38.6,11,50
Sun Jan 27 06:50:10 2019,16.0,68.0,657,Wet,0,False,39.2,11,50
Sun Jan 27 07:00:10 2019,16.0,68.0,656,Wet,0,False,38.6,11,50
Sun Jan 27 07:10:10 2019,16.0,68.0,656,Wet,0,False,38.6,11,50
Sun Jan 27 07:20:10 2019,15.0,67.0,655,Wet,0,False,38.6,11,50
Sun Jan 27 07:30:10 2019,15.0,68.0,656,Wet,0,False,37.6,11,50
Sun Jan 27 07:40:11 2019,15.0,68.0,655,Wet,0,False,38.6,11,50
Sun Jan 27 07:50:11 2019,15.0,68.0,655,Wet,1,False,37.6,12,49
Sun Jan 27 08:00:11 2019,15.0,69.0,655,Wet,5,False,38.1,11,50
Sun Jan 27 08:10:11 2019,15.0,69.0,655,Wet,37,True,37.6,11,50
Sun Jan 27 08:20:12 2019,15.0,69.0,654,Wet,123,True,38.1,11,50
Sun Jan 27 08:30:12 2019,15.0,70.0,654,Wet,273,True,37.6,11,50
Sun Jan 27 08:40:13 2019,15.0,70.0,654,Wet,396,True,37.6,11,50
Sun Jan 27 08:50:13 2019,15.0,70.0,654,Wet,758,True,37.6,11,50
Sun Jan 27 09:00:14 2019,15.0,71.0,654,Wet,758,True,38.1,11,50
Sun Jan 27 09:10:14 2019,15.0,71.0,652,Wet,759,True,37.6,11,50
Sun Jan 27 09:20:15 2019,15.0,71.0,653,Wet,760,True,37.6,12,49
Sun Jan 27 09:30:15 2019,14.0,71.0,653,Wet,762,True,38.6,10,51
Sun Jan 27 09:40:16 2019,15.0,70.0,654,Wet,760,True,38.6,9,52
Sun Jan 27 09:50:17 2019,17.0,66.0,655,Wet,760,True,39.2,9,52
Sun Jan 27 10:00:17 2019,17.0,65.0,654,Wet,760,True,39.2,9,52
Sun Jan 27 10:10:18 2019,17.0,68.0,654,Wet,760,True,39.7,9,52
Sun Jan 27 10:20:18 2019,16.0,68.0,655,Wet,760,True,39.2,10,51
Sun Jan 27 10:30:19 2019,16.0,68.0,656,Wet,761,True,39.2,10,51
Sun Jan 27 10:40:19 2019,16.0,68.0,655,Wet,760,True,38.6,10,51
Sun Jan 27 10:50:20 2019,16.0,68.0,656,Wet,760,True,38.6,10,51
Sun Jan 27 11:00:20 2019,16.0,69.0,655,Wet,759,True,38.6,10,51
Sun Jan 27 11:10:21 2019,16.0,68.0,655,Wet,760,True,39.2,10,51
Sun Jan 27 11:20:21 2019,16.0,68.0,655,Wet,761,True,38.6,10,51
Sun Jan 27 11:30:22 2019,16.0,69.0,655,Wet,760,True,39.2,10,51
Sun Jan 27 11:40:22 2019,16.0,70.0,654,Wet,760,True,39.2,10,51
Sun Jan 27 11:50:23 2019,16.0,70.0,654,Wet,760,True,38.6,10,51
Sun Jan 27 12:00:23 2019,16.0,70.0,654,Wet,759,True,38.6,10,51
Sun Jan 27 12:10:24 2019,16.0,71.0,654,Wet,759,True,38.6,10,51
Sun Jan 27 12:20:24 2019,15.0,70.0,653,Wet,759,True,38.6,10,51
Sun Jan 27 12:30:25 2019,15.0,70.0,653,Wet,759,True,38.6,10,51
Sun Jan 27 12:40:25 2019,15.0,69.0,653,Wet,759,True,38.6,11,50
Sun Jan 27 12:50:26 2019,16.0,70.0,654,Wet,760,True,38.6,11,50
Sun Jan 27 13:00:26 2019,15.0,69.0,652,Wet,759,True,38.6,11,50
Sun Jan 27 13:10:27 2019,15.0,68.0,653,Wet,760,True,38.1,10,51
Sun Jan 27 13:20:27 2019,15.0,69.0,651,Wet,760,True,38.6,10,51
Sun Jan 27 13:30:28 2019,15.0,69.0,651,Wet,760,True,38.6,11,50
Sun Jan 27 13:40:28 2019,15.0,69.0,650,Wet,760,True,38.6,11,50
Sun Jan 27 13:50:29 2019,16.0,69.0,651,Wet,758,True,38.1,11,50
Sun Jan 27 14:00:29 2019,16.0,68.0,650,Wet,760,True,38.6,10,51
Sun Jan 27 14:10:30 2019,16.0,69.0,652,Wet,760,True,38.1,11,50
Sun Jan 27 14:20:30 2019,16.0,68.0,650,Wet,759,True,38.1,11,50
Sun Jan 27 14:30:31 2019,16.0,67.0,650,Wet,760,True,38.6,11,50
Sun Jan 27 14:40:31 2019,16.0,67.0,651,Wet,760,True,38.6,11,50
Sun Jan 27 14:50:32 2019,16.0,66.0,649,Wet,760,True,38.6,10,51
Sun Jan 27 15:00:32 2019,16.0,66.0,648,Wet,760,True,38.6,10,51
Sun Jan 27 15:10:33 2019,16.0,67.0,648,Wet,759,True,38.6,1,60
Sun Jan 27 15:20:33 2019,15.0,67.0,650,Wet,759,True,38.6,10,51
Sun Jan 27 15:30:34 2019,16.0,67.0,649,Wet,760,True,38.6,1,60
Sun Jan 27 15:40:34 2019,16.0,67.0,649,Wet,760,True,37.6,1,60
Sun Jan 27 15:50:35 2019,15.0,66.0,648,Wet,758,True,38.6,1,60
Sun Jan 27 16:00:35 2019,15.0,66.0,648,Wet,758,True,37.6,1,60
Sun Jan 27 16:10:36 2019,15.0,67.0,647,Wet,758,True,37.6,1,60
Sun Jan 27 16:20:36 2019,15.0,67.0,646,Wet,759,True,38.1,0,61
Sun Jan 27 16:30:37 2019,15.0,68.0,646,Wet,757,True,37.6,-1,62
Sun Jan 27 16:40:37 2019,14.0,69.0,646,Wet,758,True,37.6,0,61
Sun Jan 27 16:50:38 2019,14.0,68.0,645,Wet,759,True,37.6,-1,62
Sun Jan 27 17:00:38 2019,14.0,68.0,644,Wet,758,True,37.6,-4,65
Sun Jan 27 17:10:39 2019,14.0,68.0,644,Wet,628,True,38.1,3,58
Sun Jan 27 17:20:39 2019,14.0,68.0,643,Wet,292,True,37.0,4,57
Sun Jan 27 17:30:40 2019,14.0,68.0,644,Wet,114,True,37.6,4,57
Sun Jan 27 17:40:41 2019,14.0,68.0,643,Wet,31,True,37.0,4,57
Sun Jan 27 17:50:41 2019,14.0,68.0,643,Wet,5,False,37.0,4,57
Sun Jan 27 18:00:41 2019,14.0,68.0,644,Wet,0,False,37.0,4,57
Sun Jan 27 18:10:41 2019,14.0,68.0,642,Wet,0,False,37.0,3,58
Sun Jan 27 18:20:42 2019,14.0,68.0,641,Wet,0,False,37.0,4,57
Sun Jan 27 18:30:42 2019,14.0,68.0,642,Wet,0,False,37.0,4,57
Sun Jan 27 18:40:42 2019,14.0,68.0,642,Wet,0,False,37.6,3,58
Sun Jan 27 18:50:42 2019,14.0,68.0,641,Wet,0,False,37.6,3,58
Sun Jan 27 19:00:43 2019,14.0,68.0,642,Wet,0,False,36.5,4,57
Sun Jan 27 19:10:43 2019,14.0,68.0,643,Wet,0,False,37.6,-4,65
Sun Jan 27 19:20:43 2019,14.0,77.0,643,Wet,0,False,37.6,-4,65
Sun Jan 27 19:30:43 2019,15.0,78.0,643,Wet,0,False,37.6,-4,65
Sun Jan 27 19:40:43 2019,14.0,77.0,644,Wet,0,False,37.6,-4,65
Sun Jan 27 19:50:44 2019,14.0,77.0,646,Wet,0,False,37.6,-4,65
Sun Jan 27 20:00:44 2019,nan,nan,645,Wet,0,False,37.0,-4,65
Sun Jan 27 20:10:44 2019,14.0,76.0,644,Wet,0,False,37.6,-4,65
Sun Jan 27 20:20:44 2019,14.0,75.0,645,Wet,0,False,37.0,-4,65
Sun Jan 27 20:30:44 2019,14.0,75.0,644,Wet,0,False,37.0,-4,65
Sun Jan 27 20:40:45 2019,14.0,74.0,643,Wet,0,False,37.0,-4,65
Sun Jan 27 20:50:45 2019,14.0,73.0,643,Wet,0,False,37.6,4,57
Sun Jan 27 21:00:45 2019,14.0,72.0,643,Wet,0,False,39.2,10,51
Sun Jan 27 21:10:45 2019,16.0,67.0,644,Wet,0,False,39.7,0,61
Sun Jan 27 21:20:45 2019,18.0,63.0,645,Wet,0,False,40.8,11,50
Sun Jan 27 21:30:46 2019,18.0,61.0,646,Wet,0,False,41.9,4,57
Sun Jan 27 21:40:02 2019,19.0,59.0,646,Wet,1,False,41.9,10,51
Sun Jan 27 21:50:02 2019,19.0,59.0,647,Wet,0,False,40.8,-3,64
Sun Jan 27 22:00:03 2019,19.0,58.0,648,Wet,0,False,40.8,-3,64
Sun Jan 27 22:10:03 2019,19.0,60.0,647,Wet,0,False,40.8,-4,65
Sun Jan 27 22:20:03 2019,18.0,60.0,649,Wet,0,False,40.8,-3,64
Sun Jan 27 22:30:03 2019,18.0,62.0,650,Wet,0,False,40.8,-4,65
Sun Jan 27 22:40:03 2019,18.0,60.0,649,Wet,0,False,41.3,11,50
Sun Jan 27 22:50:04 2019,18.0,61.0,650,Wet,0,False,40.8,-3,64
Sun Jan 27 23:00:04 2019,18.0,61.0,650,Wet,0,False,40.2,-4,65
Sun Jan 27 23:10:04 2019,18.0,62.0,649,Wet,0,False,39.7,-4,65
Sun Jan 27 23:20:04 2019,18.0,61.0,650,Wet,0,False,39.7,-3,64
Sun Jan 27 23:30:04 2019,18.0,61.0,650,Wet,0,False,40.2,-4,65
Sun Jan 27 23:40:05 2019,17.0,62.0,651,Wet,0,False,39.7,-4,65
Sun Jan 27 23:50:05 2019,17.0,63.0,650,Wet,0,False,39.7,-3,64
Mon Jan 28 00:00:05 2019,17.0,63.0,649,Wet,0,False,40.2,-3,64
Mon Jan 28 00:10:05 2019,18.0,61.0,650,Wet,0,False,40.2,-4,65
Mon Jan 28 00:20:06 2019,18.0,62.0,651,Wet,0,False,40.8,-4,65
Mon Jan 28 00:30:06 2019,18.0,62.0,650,Wet,0,False,40.8,-4,65
Mon Jan 28 00:40:06 2019,18.0,61.0,652,Wet,0,False,40.2,-4,65
Mon Jan 28 00:50:06 2019,18.0,62.0,651,Wet,0,False,40.2,-4,65
